Property Name,Pilot_Batch,Listing_ID,Building_Key,Property_Address,Room_Number,Property_Name,Listing_Name,ICS_URL,Listing_Status,Unit_Mode,Notes,Booking_Property_ID,Booking_Room_Type_ID,Booking_Room_Type_Name,Booking_Room_Key,Booking_Enabled,Booking_Notes
USC - TL 1431 W 37th St,Pilot1,AIR474,B1431_W37TH,1431 W 37th St,Rm 104,1431 W 37th St - Rm 104,,https://www.airbnb.com/calendar/ical/1486363055659705957.ics?t=86644f2602d6457cbf9824d237e8ec09,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR475,B1431_W37TH,1431 W 37th St,Rm 105,1431 W 37th St - Rm 105,,https://www.airbnb.com/calendar/ical/1486369797431805654.ics?t=f8c4815a60d74e97b506ab6006b56b5c,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR476,B1431_W37TH,1431 W 37th St,Rm 201,1431 W 37th St - Rm 201,,,,LongTerm,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR477,B1431_W37TH,1431 W 37th St,Rm 202,1431 W 37th St - Rm 202,,https://www.airbnb.com/calendar/ical/1486383628176824497.ics?t=abda9ffd53474cb7b2e3cbeb28a9e198,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR478,B1431_W37TH,1431 W 37th St,Rm 203,1431 W 37th St - Rm 203,,https://www.airbnb.com/calendar/ical/1486390920810743004.ics?t=d1356c8bfab84f43a7755b6743d86663,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR479,B1431_W37TH,1431 W 37th St,Rm 204,1431 W 37th St - Rm 204,,,,LongTerm,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR480,B1431_W37TH,1431 W 37th St,Rm 205,1431 W 37th St - Rm 205,,https://www.airbnb.com/calendar/ical/1486400611810881320.ics?t=4663a4008cd549abbf6ceff442dbe93e,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR481,B1431_W37TH,1431 W 37th St,Rm 301,1431 W 37th St - Rm 301,,https://www.airbnb.com/calendar/ical/1486992564169942561.ics?t=eadaf065cdc1461382801489e829d4c6,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR482,B1431_W37TH,1431 W 37th St,Rm 302,1431 W 37th St - Rm 302,,https://www.airbnb.com/calendar/ical/1486999100942364210.ics?t=8618dbe0c9f34b96b43cb3d196cbad10,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR483,B1431_W37TH,1431 W 37th St,Rm 303,1431 W 37th St - Rm 303,,https://www.airbnb.com/calendar/ical/1487005238436580028.ics?t=ea4f24620f1d4d0e878846484d101753,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR484,B1431_W37TH,1431 W 37th St,Rm 304,1431 W 37th St - Rm 304,,https://www.airbnb.com/calendar/ical/1487012267349475341.ics?t=30b20498f4a74de79930110e4d284455,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR485,B1431_W37TH,1431 W 37th St,Rm 305,1431 W 37th St - Rm 305,,https://www.airbnb.com/calendar/ical/1487016353003624638.ics?t=4bb7ce93318f4804a4fa017254af0f8c,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR405,B1433_W37TH,1433 W 37th St,Rm 101,1433 W 37th St - Rm 101,Private bed & Bath – Peaceful & Cozy Stay,https://www.airbnb.com/calendar/ical/1563413116368048671.ics?t=1265c6bad51c47fcaa3a8a1b1a0d56a0,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR406,B1433_W37TH,1433 W 37th St,Rm 102,1433 W 37th St - Rm 102,Private bed & Bath – Peaceful & Cozy Stay,https://www.airbnb.com/calendar/ical/1563440647297745678.ics?t=a1c3a8de1a5741e9ad9a7ddcd86f7efb,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR407,B1433_W37TH,1433 W 37th St,Rm 103,1433 W 37th St - Rm 103,Private bed & Bath – Peaceful & Cozy Stay,https://www.airbnb.com/calendar/ical/1563451260377939913.ics?t=8294d314460b470d995587dd0b41d737,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR408,B1433_W37TH,1433 W 37th St,Rm 104,1433 W 37th St - Rm 104,Ground FL| Private bed & Bath – Cozy Stay,https://www.airbnb.com/calendar/ical/1563469746067643419.ics?t=6ca8772dc4054d57a2e25f641ab2a1ee,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR409,B1433_W37TH,1433 W 37th St,Rm 201,1433 W 37th St - Rm 201,Spacious Private bed & Bath – Peaceful & Cozy Stay,https://www.airbnb.com/calendar/ical/1487271206948999484.ics?t=3ea0b4637dc74569a24d0da670bbde8f,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR410,B1433_W37TH,1433 W 37th St,Rm 202,1433 W 37th St - Rm 202,Corner view Private room & bath – Peaceful Stay 2,https://www.airbnb.com/calendar/ical/1487282814005185011.ics?t=f685dd193a6844d7ac47f338cce73807,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR411,B1433_W37TH,1433 W 37th St,Rm 203,1433 W 37th St - Rm 203,Private bed & Bath – Peaceful & Cozy Stay,https://www.airbnb.com/calendar/ical/1487287477316612619.ics?t=989fd2b59577465bb43c3e382b32e363,Active,Airbnb,unlisted,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR412,B1433_W37TH,1433 W 37th St,Rm 204,1433 W 37th St - Rm 204,Private bed & Bath – Peaceful & Cozy Stay,https://www.airbnb.com/calendar/ical/1487292252886911801.ics?t=8149fcb8356044f7a8ff4f966684c549,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR413,B1433_W37TH,1433 W 37th St,Rm 205,1433 W 37th St - Rm 205,Private bed & Bath – Peaceful & Cozy Stay,https://www.airbnb.com/calendar/ical/1487296425721501857.ics?t=a994703a27a74f1a994a629fac427127,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR414,B1433_W37TH,1433 W 37th St,Rm 206,1433 W 37th St - Rm 206,Private Balcony| Private bed & Bath,https://www.airbnb.com/calendar/ical/1487302485362525366.ics?t=a9e06144f79a4a169f75e12ad756c9db,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR415,B1433_W37TH,1433 W 37th St,Rm 301,1433 W 37th St - Rm 301,31-Private bed & Bath – Peaceful & Cozy Stay,https://www.airbnb.com/calendar/ical/1487308367397091735.ics?t=2737505f2ee841209abe8fbf12323cb8,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR416,B1433_W37TH,1433 W 37th St,Rm 302,1433 W 37th St - Rm 302,Corner view Private room with bath – Peaceful Stay,https://www.airbnb.com/calendar/ical/1487313610199079787.ics?t=89b4b28b230f492f8384452f65f2e249,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR417,B1433_W37TH,1433 W 37th St,Rm 303,1433 W 37th St - Rm 303,Top Floor Private bed & Bath,https://www.airbnb.com/calendar/ical/1487318472127660985.ics?t=ee5d1bb32b254f2fb5d0884c44038c09,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR418,B1433_W37TH,1433 W 37th St,Rm 304,1433 W 37th St - Rm 304,Top FL | Private bed & Bath – Peaceful & Cozy Stay,https://www.airbnb.com/calendar/ical/1487331909790631204.ics?t=5661c3f3b3d2471ea01d7e810fc45b2f,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR419,B1433_W37TH,1433 W 37th St,Rm 305,1433 W 37th St - Rm 305,Top Floor Private bed & Bath,https://www.airbnb.com/calendar/ical/1563623929702072149.ics?t=42f8f24a7c284a02b6a4402f9164f903,Active,Airbnb,,,,,,,
USC - TL 1431 W 37th St,Pilot1,AIR420,B1433_W37TH,1433 W 37th St,Rm 306,1433 W 37th St - Rm 306,1433 Top FL Private bed & Bath,https://www.airbnb.com/calendar/ical/1487331909790631204.ics?t=5661c3f3b3d2471ea01d7e810fc45b2f,Active,Airbnb,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR205,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 201,1443 1/2 W 37th Dr - Rm 201,Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1673512451890906312.ics?t=849dd98ff5bb4618b77f4088b1e58b76,Active,Airbnb,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR206,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 202,1443 1/2 W 37th Dr - Rm 202,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR207,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 203,1443 1/2 W 37th Dr - Rm 203,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR208,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 204,1443 1/2 W 37th Dr - Rm 204,Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1645440476192163871.ics?t=3b46f3e395104fccaa44fba43f0cc026,Active,Airbnb,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR209,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 205,1443 1/2 W 37th Dr - Rm 205,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR210,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 206,1443 1/2 W 37th Dr - Rm 206,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR211,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 207,1443 1/2 W 37th Dr - Rm 207,Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1645453724813853538.ics?t=4e3f4d40f7e042c1a05284c4990869c9,Active,Airbnb,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR212,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 208,1443 1/2 W 37th Dr - Rm 208,Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1645461636687643198.ics?t=ca351397a0074fa2b875112d5d9911b4,Active,Airbnb,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR213,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 301,1443 1/2 W 37th Dr - Rm 301,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR214,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 302,1443 1/2 W 37th Dr - Rm 302,Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1645465174329566167.ics?t=d94438d7a42342d88e9b42441bb5f203,Active,Airbnb,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR215,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 303,1443 1/2 W 37th Dr - Rm 303,Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1645467871570562915.ics?t=d195ddf1704848dc8f03c05bc02d95d7,Active,Airbnb,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR216,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 304,1443 1/2 W 37th Dr - Rm 304,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR217,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 305,1443 1/2 W 37th Dr - Rm 305,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR218,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 306,1443 1/2 W 37th Dr - Rm 306,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR219,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 307,1443 1/2 W 37th Dr - Rm 307,Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1645477616023056295.ics?t=2fca6a2f6be34260bc2d391bf90d9b28,Active,Airbnb,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR220,B1443H_W37TH_DR,1443 1/2 W 37th Dr,Rm 308,1443 1/2 W 37th Dr - Rm 308,Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1645491076020862704.ics?t=0c652d6a513c493789b5f78575eb17ef,Active,Airbnb,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR545,B1443Q_W37TH,1443 1/4 W 37th Dr,Whole Unit,1443 1/4 W 37th Dr - Whole Unit,Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1293583155992371072.ics?t=49793fad0afb41079a653cd11b30d12b,Active,Airbnb,,,,,,FALSE,
USC - TL 1439 W 37th Dr,Pilot1,AIR221,B1443_W37TH_DR,1443 W 37th Dr,Rm 201,1443 W 37th Dr - Rm 201,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR222,B1443_W37TH_DR,1443 W 37th Dr,Rm 202,1443 W 37th Dr - Rm 202,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR223,B1443_W37TH_DR,1443 W 37th Dr,Rm 203,1443 W 37th Dr - Rm 203,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR224,B1443_W37TH_DR,1443 W 37th Dr,Rm 204,1443 W 37th Dr - Rm 204,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR225,B1443_W37TH_DR,1443 W 37th Dr,Rm 205,1443 W 37th Dr - Rm 205,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR226,B1443_W37TH_DR,1443 W 37th Dr,Rm 206,1443 W 37th Dr - Rm 206,,,,LongTerm,,,,,,,
USC - TL 1439 W 37th Dr,Pilot1,AIR227,B1443_W37TH_DR,1443 W 37th Dr,Rm 207,1443 W 37th Dr - Rm 207,Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1669938729455055321.ics?t=8112af8457824cdb9b9adeba12bdba08,Active,Airbnb,,15879638,1587963801,Double Room,1587963801207,TRUE,
USC - TL 1439 W 37th Dr,Pilot1,AIR228,B1443_W37TH_DR,1443 W 37th Dr,Rm 208,1443 W 37th Dr - Rm 208,Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1669950723458205418.ics?t=6de8416cceeb4c5696237f3b39e7fd1b,Active,Airbnb,,15879638,1587963801,Double Room,1587963801208,TRUE,
USC - TL 1439 W 37th Dr,Pilot1,AIR229,B1443_W37TH_DR,1443 W 37th Dr,Rm 301,1443 W 37th Dr - Rm 301,,,,LongTerm,,,,,,FALSE,
USC - TL 1439 W 37th Dr,Pilot1,AIR230,B1443_W37TH_DR,1443 W 37th Dr,Rm 302,1443 W 37th Dr - Rm 302,,,,LongTerm,,,,,,FALSE,
USC - TL 1439 W 37th Dr,Pilot1,AIR231,B1443_W37TH_DR,1443 W 37th Dr,Rm 303,1443 W 37th Dr - Rm 303,,,,LongTerm,,,,,,FALSE,
USC - TL 1439 W 37th Dr,Pilot1,AIR232,B1443_W37TH_DR,1443 W 37th Dr,Rm 304,1443 W 37th Dr - Rm 304,,,,Airbnb,,15879638,1587963801,Double Room,1587963801304,TRUE,
USC - TL 1439 W 37th Dr,Pilot1,AIR233,B1443_W37TH_DR,1443 W 37th Dr,Rm 305,1443 W 37th Dr - Rm 305,Top FL | Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1669925890939792717.ics?t=dfc70af3534e4be5a39b6e897558cd70,Active,Airbnb,,15879638,1587963801,Double Room,1587963801305,TRUE,
USC - TL 1439 W 37th Dr,Pilot1,AIR234,B1443_W37TH_DR,1443 W 37th Dr,Rm 306,1443 W 37th Dr - Rm 306,,,,LongTerm,,,,,,FALSE,
USC - TL 1439 W 37th Dr,Pilot1,AIR235,B1443_W37TH_DR,1443 W 37th Dr,Rm 307,1443 W 37th Dr - Rm 307,Top FL | Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1669945019330483338.ics?t=9b1953d9ef184570b88b80c8d7f8923a,Active,Airbnb,,15879638,1587963801,Double Room,1587963801307,TRUE,
USC - TL 1439 W 37th Dr,Pilot1,AIR236,B1443_W37TH_DR,1443 W 37th Dr,Rm 308,1443 W 37th Dr - Rm 308,Top FL | Private Bed & Bath | Easy Access to Metro,https://www.airbnb.com/calendar/ical/1669969195417290831.ics?t=b392d9c9565a4746a990d5bfdc34fe6b,Active,Airbnb,,15879638,1587963801,Double Room,1587963801308,TRUE,
USC - Stern Family 1453,Pilot1,AIR371,B1451_W36TH_PL,1451 W 36th Pl,Rm 1,1451 W 36th Pl - Rm 1,Private Bed & bath! Co-living Near USC,https://www.airbnb.com/calendar/ical/1455899744855818765.ics?t=a990f63109504a04bc01101cd9f8b6f1,Active,Airbnb,,16042997,1604299701,Full Size Bed + Sofa Bed,1604299701001,TRUE,
USC - Stern Family 1453,Pilot1,AIR372,B1451_W36TH_PL,1451 W 36th Pl,Rm 2,1451 W 36th Pl - Rm 2,Ground FL|Private Bed + Sofa Bed & bath | Near USC,https://www.airbnb.com/calendar/ical/1455957700495602154.ics?t=fb763cff40de4b62952c3a386e4b5b0c,Active,Airbnb,,16042997,1604299701,Full Size Bed + Sofa Bed,1604299701002,TRUE,
USC - Stern Family 1453,Pilot1,AIR373,B1451_W36TH_PL,1451 W 36th Pl,Rm 3,1451 W 36th Pl - Rm 3,Private Bed + Sofa Bed & bath | Near USC,https://www.airbnb.com/calendar/ical/1455970062334228465.ics?t=d11603468be74341acde08fff3b8fb5d,Active,Airbnb,,16042997,1604299701,Full Size Bed + Sofa Bed,1604299701003,TRUE,
USC - Stern Family 1453,Pilot1,AIR374,B1451_W36TH_PL,1451 W 36th Pl,Rm 4,1451 W 36th Pl - Rm 4,Private Bed & bath! Co-living Near USC With 2 Beds,https://www.airbnb.com/calendar/ical/1465509021646084787.ics?t=6f37cb8e5d6949a1bab5fb45ee7fd959,Active,Airbnb,,16042997,1604299701,Full Size Bed + Sofa Bed,1604299701004,TRUE,
USC - Stern Family 1453,Pilot1,AIR375,B1451_W36TH_PL,1451 W 36th Pl,Rm 5,1451 W 36th Pl - Rm 5,Top Fl | Private Bed + Sofa Bed & bath | Near USC,https://www.airbnb.com/calendar/ical/1455975684906816216.ics?t=41b9274ca03740938d706f122bdfa99e,Active,Airbnb,,16042997,1604299701,Full Size Bed + Sofa Bed,1604299701005,TRUE,
USC - Stern Family 1453,Pilot1,AIR376,B1451_W36TH_PL,1451 W 36th Pl,Rm 6,1451 W 36th Pl - Rm 6,Top Fl | Private Bed + Sofa Bed & bath | Near USC,https://www.airbnb.com/calendar/ical/1455979443760295681.ics?t=a0316065723645de9bea61fffb33f9d6,Active,Airbnb,,16042997,1604299701,Full Size Bed + Sofa Bed,1604299701006,TRUE,
USC - Stern Family 1453,Pilot1,AIR377,B1451_W36TH_PL,1451 W 36th Pl,Rm 7,1451 W 36th Pl - Rm 7,Private Bed & bath! Co-living Near USC,https://www.airbnb.com/calendar/ical/1455994818495152679.ics?t=8bcd8747a750497482cdbada55e2f418,Active,Airbnb,,16042997,1604299701,Full Size Bed + Sofa Bed,1604299701007,TRUE,
USC - Stern Family 1453,Pilot1,AIR378,B1451_W36TH_PL,1451 W 36th Pl,Rm 8,1451 W 36th Pl - Rm 8,Top Fl | Private Bed + Sofa Bed & bath | Near USC,https://www.airbnb.com/calendar/ical/1519746899547705787.ics?t=bb37a3f4b07648239bed18441adaaa6c,Active,Airbnb,,16042997,1604299701,Full Size Bed + Sofa Bed,1604299701008,TRUE,
USC - Stern Family 1453,Pilot1,AIR379,B1451_W36TH_PL,1451 W 36th Pl,Rm 1(Temp),1451 W 36th Pl - Rm 1(Temp),Private room with private bath! Temp,https://www.airbnb.com/calendar/ical/1372182559742204165.ics?t=f28ed51f1e754959841dbc85a4fb4a3b,Inactive,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR010,B1455H_W36TH,1455 1/2 W 36th St,Rm 101,1455 1/2 W 36th St - Rm 101,Ground FL | Private Bed with bath! Co-living,https://www.airbnb.com/calendar/ical/1438004882223322590.ics?t=335ab7a3835e4e9a8be76c510dabb51d,Maintenance,Airbnb,Leaking,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR011,B1455H_W36TH,1455 1/2 W 36th St,Rm 102,1455 1/2 W 36th St - Rm 102,Private Bed & Bath! Co-living,https://www.airbnb.com/calendar/ical/1450396762861888067.ics?t=945f38da08ac4af79fec5faddab9b8aa,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR012,B1455H_W36TH,1455 1/2 W 36th St,Rm 103,1455 1/2 W 36th St - Rm 103,Private Bed & Bath! Co-living,https://www.airbnb.com/calendar/ical/1441617654343535661.ics?t=4a5d10347c574a2ea99e14554dd8707a,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR013,B1455H_W36TH,1455 1/2 W 36th St,Rm 104,1455 1/2 W 36th St - Rm 104,Ground FL | Private Bed & Bath,https://www.airbnb.com/calendar/ical/1523446326068865204.ics?t=8838842014c94e5e8f4cb89b7f4cd6d0,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR014,B1455H_W36TH,1455 1/2 W 36th St,Rm 201,1455 1/2 W 36th St - Rm 201,Private Bed & Bath|Near USC | For Business Travel,https://www.airbnb.com/calendar/ical/1437948404846376624.ics?t=84d40ada4bd24ea39abd7819c2b532a4,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR015,B1455H_W36TH,1455 1/2 W 36th St,Rm 202,1455 1/2 W 36th St - Rm 202,Private Bed & Bath | Near USC |For Business Travel,https://www.airbnb.com/calendar/ical/1450844102723925347.ics?t=c1acb25abcd8414e89b4711e8753b9f2,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR016,B1455H_W36TH,1455 1/2 W 36th St,Rm 203,1455 1/2 W 36th St - Rm 203,Private Bed & Bath! Co-living,https://www.airbnb.com/calendar/ical/1437897735102900182.ics?t=85f9d7e722514d99985a939473cecd08,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR017,B1455H_W36TH,1455 1/2 W 36th St,Rm 204,1455 1/2 W 36th St - Rm 204,Corner View | Private Bed with bath! Co-living,https://www.airbnb.com/calendar/ical/1437909461790701229.ics?t=075d7e52af934ca5ad802a2d45846698,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR018,B1455H_W36TH,1455 1/2 W 36th St,Rm 205,1455 1/2 W 36th St - Rm 205,Private Bed & Bath! Co-living,https://www.airbnb.com/calendar/ical/1437928858918560367.ics?t=84a7d5e839ad4fbe90717336eda6bf59,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR019,B1455H_W36TH,1455 1/2 W 36th St,Rm 301,1455 1/2 W 36th St - Rm 301,(Top FL) | Private Bed & bath! Co-Living,https://www.airbnb.com/calendar/ical/1427075213818679090.ics?t=e55839dc9dee4069a42766e8a5c24de7,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR020,B1455H_W36TH,1455 1/2 W 36th St,Rm 302,1455 1/2 W 36th St - Rm 302,Private Bed & Bath! Co-living,https://www.airbnb.com/calendar/ical/1427084076567043590.ics?t=51e3aec1804b4b3e97f1521e53bf07e0,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR021,B1455H_W36TH,1455 1/2 W 36th St,Rm 303,1455 1/2 W 36th St - Rm 303,Top floor Private Bed with bath! Co-living,https://www.airbnb.com/calendar/ical/1437967294618141673.ics?t=6825491178c04074b14f4087ff76fdf1,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR022,B1455H_W36TH,1455 1/2 W 36th St,Rm 304,1455 1/2 W 36th St - Rm 304,Private Bed & Bath! Co-living,https://www.airbnb.com/calendar/ical/1441600399401142974.ics?t=2ae40d9f7adf4420bd177635b14197a4,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR023,B1455H_W36TH,1455 1/2 W 36th St,Rm 306,1455 1/2 W 36th St - Rm 306,Top floor Private Bed & Bath!,https://www.airbnb.com/calendar/ical/1467509143210722609.ics?t=3b088cb619f44eb0a88a080030708c90,Inactive,Airbnb,Eviction,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR546,B1455H_W36TH,1455 1/2 W 36th St,Rm 305,1455 1/2 W 36th St - Rm 305,Private Bed & Bath! Co-living,https://www.airbnb.com/calendar/ical/1663467788393237150.ics?t=f6f296c2917b4f439bc0acf5019ef87f,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR001,B1455_W36TH,1455 W 36th St,Rm 101,1455 W 36th St - Rm 101,Private Bed & Bath|Near USC | For Business Travel,https://www.airbnb.com/calendar/ical/1629527618108147019.ics?t=6c9b08130cdc47e1b760d312f28ee845,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR002,B1455_W36TH,1455 W 36th St,Rm 102,1455 W 36th St - Rm 102,Private Bed & Bath|Near USC | For Business Travel,https://www.airbnb.com/calendar/ical/1629571523076986959.ics?t=d86bddf44fbe415baaa81ad86f1cabbf,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR003,B1455_W36TH,1455 W 36th St,Rm 105,1455 W 36th St - Rm 105,Private Bed & Bath|Near USC | For Business Travel,https://www.airbnb.com/calendar/ical/1629574509576918542.ics?t=65df49818afd4fb29932895e1483fce9,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR004,B1455_W36TH,1455 W 36th St,Rm 201,1455 W 36th St - Rm 201,Private Bed & Bath|Near USC | For Business Travel,https://www.airbnb.com/calendar/ical/1629577107458181331.ics?t=306c4632c4954b7fb2934010f9a4f7e2,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR005,B1455_W36TH,1455 W 36th St,Rm 301,1455 W 36th St - Rm 301,,,,,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR006,B1455_W36TH,1455 W 36th St,Rm 302,1455 W 36th St - Rm 302,Private Bed & Bath|Near USC | For Business Travel,https://www.airbnb.com/calendar/ical/1640373733807013727.ics?t=2656cf4f6fff46a992f6df23ca75de9d,Maintenance,Airbnb,Leaking,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR007,B1455_W36TH,1455 W 36th St,Rm 303,1455 W 36th St - Rm 303,,,,LongTerm,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR008,B1455_W36TH,1455 W 36th St,Rm 304,1455 W 36th St - Rm 304,Top FL | Private Bed & Bath | For Business Travel,https://www.airbnb.com/calendar/ical/1629581057209663635.ics?t=152df20e44564d2183e8f2f66efff0a1,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR009,B1455_W36TH,1455 W 36th St,Rm 305,1455 W 36th St - Rm 305,Top FL | Private Bed & Bath | For Business Travel,https://www.airbnb.com/calendar/ical/1629584236697272519.ics?t=df1a75e975cc4d94ac3a6e61925b7ef1,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR486,B1455_W36TH,1455 W 36th St,Rm 104,1455 W 36th St - Rm 104,,https://www.airbnb.com/calendar/ical/1663367935835050070.ics?t=7830de5248f14d5e958a56a52c44e553,Active,Airbnb,,,,,,,
