Property Name,Pilot_Batch,Listing_ID,Building_Key,Property_Address,Room_Number,Property_Name,Listing_Name,ICS_URL,Listing_Status,Unit_Mode,Notes,Booking_Property_ID,Booking_Room_Type_ID,Booking_Room_Type_Name,Booking_Room_Key,Booking_Enabled,Booking_Notes
USC - TL 1455 W 36th St,Pilot1,AIR547,B1455_W36TH,1455 W 36th St,Rm 103,1455 W 36th St - Rm 103,,,,LongTerm,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR548,B1455_W36TH,1455 W 36th St,Rm 202,1455 W 36th St - Rm 202,,,,LongTerm,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR549,B1455_W36TH,1455 W 36th St,Rm 203,1455 W 36th St - Rm 203,,,,LongTerm,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR550,B1455_W36TH,1455 W 36th St,Rm 204,1455 W 36th St - Rm 204,,https://www.airbnb.com/calendar/ical/1663361025079846517.ics?t=0c25c8de976e48b6805ee89e1f32756a,Active,Airbnb,,,,,,,
USC - TL 1455 W 36th St,Pilot1,AIR551,B1455_W36TH,1455 W 36th St,Rm 301,1455 W 36th St - Rm 301,,https://www.airbnb.com/calendar/ical/1669898336312829056.ics?t=05c5698239f84bdd95ded7f70a35ddf2,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR026,B1458_W37TH,1458 W 37th St,Rm 201,1458 W 37th St - Rm 201,Private Bed & Bath with Corner View! Co-Living 201,https://www.airbnb.com/calendar/ical/1451028852519941750.ics?t=5377c121dc834217859ea810979402a8,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR027,B1458_W37TH,1458 W 37th St,Rm 202,1458 W 37th St - Rm 202,Private room & bath! Co-Living Near USC (202),https://www.airbnb.com/calendar/ical/1379091512815587872.ics?t=9d9bbf2372c247a09d4d4373f697f8f1,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR028,B1458_W37TH,1458 W 37th St,Rm 203,1458 W 37th St - Rm 203,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1383856776582944898.ics?t=304970f8c45b44ccb87619e0da858203,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR029,B1458_W37TH,1458 W 37th St,Rm 204,1458 W 37th St - Rm 204,Private room & private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1610706690641647044.ics?t=44044d9256e44bf2b3fa0f14ddc19c78,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR030,B1458_W37TH,1458 W 37th St,Rm 205,1458 W 37th St - Rm 205,Private room & bath Co-Living Near USC,https://www.airbnb.com/calendar/ical/1669892222545857855.ics?t=1b7f35fc74f04487b8c2e835c2e0f34e,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR031,B1458_W37TH,1458 W 37th St,Rm 206,1458 W 37th St - Rm 206,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1451034302195763821.ics?t=136dc3993fa44a0ba56b25fca57f8c5a,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR032,B1458_W37TH,1458 W 37th St,Rm 207,1458 W 37th St - Rm 207,Private room & bath! Co-Living Near USC 207,https://www.airbnb.com/calendar/ical/1380156803951982451.ics?t=46e06110d1144f3f9db374ef2ede84a0,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR033,B1458_W37TH,1458 W 37th St,Rm 301,1458 W 37th St - Rm 301,Private Bed & Bath | Corner View | Top Floor,https://www.airbnb.com/calendar/ical/1465445188827110055.ics?t=5ca926d3d4ef440eb7ca6c5c8f3232ac,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR034,B1458_W37TH,1458 W 37th St,Rm 302,1458 W 37th St - Rm 302,Private Bed & Bath | Corner View | Top Floor,https://www.airbnb.com/calendar/ical/1451043154837811833.ics?t=ee5b4efdc049401196baa49467db1ec0,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR035,B1458_W37TH,1458 W 37th St,Rm 303,1458 W 37th St - Rm 303,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1403848532808987152.ics?t=14bd9e53c6b74d14824f832072be9329,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR036,B1458_W37TH,1458 W 37th St,Rm 304,1458 W 37th St - Rm 304,Private room & private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1383852738224011895.ics?t=2f573c73494d49fdb5947b1877c52e75,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR037,B1458_W37TH,1458 W 37th St,Rm 305,1458 W 37th St - Rm 305,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1380162796161179957.ics?t=d4c6570961aa46b89a004cb7d6755c93,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR038,B1458_W37TH,1458 W 37th St,Rm 306,1458 W 37th St - Rm 306,Top Floor | Private room with private bath!,https://www.airbnb.com/calendar/ical/1379984392030462922.ics?t=9f39006e15c34e95b5fa0e77d524f979,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR039,B1458_W37TH,1458 W 37th St,Rm 307,1458 W 37th St - Rm 307,Private room with private bath!,https://www.airbnb.com/calendar/ical/1465452851897074164.ics?t=671aa99628b1469fba12b1fb26843355,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR040,B1460_W37TH,1460 W 37th St,Rm 201,1460 W 37th St - Rm 201,Private room & bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1461066140631877689.ics?t=69feb16ece4b43e5bf34457468d2f952,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR041,B1460_W37TH,1460 W 37th St,Rm 202,1460 W 37th St - Rm 202,Private room & bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1461074997053437370.ics?t=59d0636272814cf580cd2e698c755303,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR042,B1460_W37TH,1460 W 37th St,Rm 203,1460 W 37th St - Rm 203,Private room & bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1461089820653545129.ics?t=28ee652bf3534e5187e6db29ebed7a90,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR043,B1460_W37TH,1460 W 37th St,Rm 204,1460 W 37th St - Rm 204,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1374078985093644662.ics?t=1ae86f7c33834a88ad257471cd47f8fa,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR044,B1460_W37TH,1460 W 37th St,Rm 205,1460 W 37th St - Rm 205,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1401501466479760754.ics?t=651733f018c24d20b7e4f9779e69b066,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR045,B1460_W37TH,1460 W 37th St,Rm 206,1460 W 37th St - Rm 206,Private Bed & bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1375500269936092879.ics?t=ee4352e2f02748d0ac0a3c536c4b623b,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR046,B1460_W37TH,1460 W 37th St,Rm 207,1460 W 37th St - Rm 207,Corner View Private room & bath Co-Living Near USC,https://www.airbnb.com/calendar/ical/1461096253468691295.ics?t=bba98ef1b4ad4233aa03d96e6a382a17,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR047,B1460_W37TH,1460 W 37th St,Rm 208,1460 W 37th St - Rm 208,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1371547614518810385.ics?t=c2acafc7bb264e0e9a8a099d19fe7553,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR048,B1460_W37TH,1460 W 37th St,Rm 209,1460 W 37th St - Rm 209,Private room & bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1461033481276173609.ics?t=44563c069e6f47b19af64201b22c0ca2,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR049,B1460_W37TH,1460 W 37th St,Rm 301,1460 W 37th St - Rm 301,Top Floor private room & bath ! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1461047446078620697.ics?t=3abedceecab04e6eb7fed8de2b117445,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR050,B1460_W37TH,1460 W 37th St,Rm 302,1460 W 37th St - Rm 302,Private room & bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1379822608002515371.ics?t=9d8af2b2039b46aa8025acb9a1d89d00,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR051,B1460_W37TH,1460 W 37th St,Rm 303,1460 W 37th St - Rm 303,Top Floor private room & bath ! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1554178363140731893.ics?t=a26e21d57e2644958fcd6a8062dfeeb7,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR052,B1460_W37TH,1460 W 37th St,Rm 304,1460 W 37th St - Rm 304,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1379164784182379543.ics?t=e678d4cdb0084bb0bc3355b59ea5c366,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR053,B1460_W37TH,1460 W 37th St,Rm 305,1460 W 37th St - Rm 305,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1374018929982992779.ics?t=986adbc98053465e9c40c297187adeb2,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR054,B1460_W37TH,1460 W 37th St,Rm 306,1460 W 37th St - Rm 306,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1669916033162939955.ics?t=604b7dcef7e8428aa8bc5551ee706af4,Active,Airbnb,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR055,B1460_W37TH,1460 W 37th St,Rm 307,1460 W 37th St - Rm 307,,,,LongTerm,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR056,B1460_W37TH,1460 W 37th St,Rm 308,1460 W 37th St - Rm 308,,,,LongTerm,,,,,,,
USC - TL 1458/1460 W 37th St,Pilot1,AIR057,B1460_W37TH,1460 W 37th St,Rm 309,1460 W 37th St - Rm 309,Top Floor Private room & bath! Co-Living Rm 9,https://www.airbnb.com/calendar/ical/1414626937154649947.ics?t=43e35a42e5604fe29783f1c3f39c34c9,Active,Airbnb,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR100,B1471H_W37TH,1471 1/2 W 37th St,Rm 101,1471 1/2 W 37th St - Rm 101,,,,LongTerm,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR101,B1471H_W37TH,1471 1/2 W 37th St,Rm 102,1471 1/2 W 37th St - Rm 102,Private Bed & bath! Co-Living Near USC Campus,https://www.airbnb.com/calendar/ical/1639632953303944389.ics?t=7b1dbc9f94d64274b28f003ed90140e4,Active,Airbnb,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR102,B1471H_W37TH,1471 1/2 W 37th St,Rm 103,1471 1/2 W 37th St - Rm 103,,,,LongTerm,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR103,B1471H_W37TH,1471 1/2 W 37th St,Rm 104,1471 1/2 W 37th St - Rm 104,,,,LongTerm,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR104,B1471H_W37TH,1471 1/2 W 37th St,Rm 201,1471 1/2 W 37th St - Rm 201,,,,LongTerm,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR105,B1471H_W37TH,1471 1/2 W 37th St,Rm 202,1471 1/2 W 37th St - Rm 202,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1269705653234152867.ics?t=27cb3015cd1e4e5d900f2c8bcd5c697e,Active,Airbnb,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR106,B1471H_W37TH,1471 1/2 W 37th St,Rm 203,1471 1/2 W 37th St - Rm 203,Private room & private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1269781035485116234.ics?t=65581e9987cf46cca4d5ec2d702f975f,Active,Airbnb,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR107,B1471H_W37TH,1471 1/2 W 37th St,Rm 204,1471 1/2 W 37th St - Rm 204,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1269632433454975311.ics?t=a4d8350d0b5f40babb9dfec10963dccc,Active,Airbnb,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR108,B1471H_W37TH,1471 1/2 W 37th St,Rm 301,1471 1/2 W 37th St - Rm 301,,,,LongTerm,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR109,B1471H_W37TH,1471 1/2 W 37th St,Rm 302,1471 1/2 W 37th St - Rm 302,Private bed & private bath! Co-living around USC,https://www.airbnb.com/calendar/ical/1427614885876858985.ics?t=bcb76fff14934d0b8e9ea0505d3d60b0,Active,Airbnb,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR110,B1471H_W37TH,1471 1/2 W 37th St,Rm 303,1471 1/2 W 37th St - Rm 303,Private Bed & bath! Co-Living Near USC Top floor,https://www.airbnb.com/calendar/ical/1269810973826394816.ics?t=265af7ae29614944a9cbdba75fe3ee38,Active,Airbnb,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR111,B1471H_W37TH,1471 1/2 W 37th St,Rm 304,1471 1/2 W 37th St - Rm 304,,,,LongTerm,,,,,,,
USC - TL 1471 W 37th St,Pilot1,AIR112,B1471H_W37TH,1471 1/2 W 37th St,Rm 305,1471 1/2 W 37th St - Rm 305,Private room with private bath! Co-Living Near USC,https://www.airbnb.com/calendar/ical/1269686133419592326.ics?t=535b955ac5e04b0eb24ce13a7d205ede,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR237,B1476H_W35TH,1476 1/2 W 35th St,Rm 101,1476 1/2 W 35th St - Rm 101,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR238,B1476H_W35TH,1476 1/2 W 35th St,Rm 102,1476 1/2 W 35th St - Rm 102,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR239,B1476H_W35TH,1476 1/2 W 35th St,Rm 103,1476 1/2 W 35th St - Rm 103,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR240,B1476H_W35TH,1476 1/2 W 35th St,Rm 104,1476 1/2 W 35th St - Rm 104,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR241,B1476H_W35TH,1476 1/2 W 35th St,Rm 201,1476 1/2 W 35th St - Rm 201,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR242,B1476H_W35TH,1476 1/2 W 35th St,Rm 202,1476 1/2 W 35th St - Rm 202,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR243,B1476H_W35TH,1476 1/2 W 35th St,Rm 203,1476 1/2 W 35th St - Rm 203,Private Bed & Bath with Gym And Community Center,https://www.airbnb.com/calendar/ical/1632303011710646495.ics?t=18ee0e30395d4453845475aff9f3b020,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR244,B1476H_W35TH,1476 1/2 W 35th St,Rm 204,1476 1/2 W 35th St - Rm 204,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR245,B1476H_W35TH,1476 1/2 W 35th St,Rm 205,1476 1/2 W 35th St - Rm 205,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR246,B1476H_W35TH,1476 1/2 W 35th St,Rm 301,1476 1/2 W 35th St - Rm 301,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR247,B1476H_W35TH,1476 1/2 W 35th St,Rm 302,1476 1/2 W 35th St - Rm 302,Private Bed & Bath with Gym And Community Center,https://www.airbnb.com/calendar/ical/1632260619363336741.ics?t=0facd62c96ca4b81b9b333fdbb0a3032,Inactive,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR248,B1476H_W35TH,1476 1/2 W 35th St,Rm 303,1476 1/2 W 35th St - Rm 303,Private Bed & Bath with Gym And Community Center,https://www.airbnb.com/calendar/ical/1632307938431826422.ics?t=34c815e6ee3c4f66863964be6399b8bf,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR249,B1476H_W35TH,1476 1/2 W 35th St,Rm 304,1476 1/2 W 35th St - Rm 304,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR250,B1476H_W35TH,1476 1/2 W 35th St,Rm 305,1476 1/2 W 35th St - Rm 305,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR251,B1476H_W35TH,1476 1/2 W 35th St,Rm 306,1476 1/2 W 35th St - Rm 306,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR252,B1476H_W35TH,1476 1/2 W 35th St,Rm 401,1476 1/2 W 35th St - Rm 401,Top FL | Private Bed & Bath with Gym,https://www.airbnb.com/calendar/ical/1659004800083359262.ics?t=9c411b201e324aeb9ac14db89516f9cb,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR253,B1476H_W35TH,1476 1/2 W 35th St,Rm 402,1476 1/2 W 35th St - Rm 402,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR254,B1476H_W35TH,1476 1/2 W 35th St,Rm 403,1476 1/2 W 35th St - Rm 403,Private Bed & Bath with Gym And Community Center,https://www.airbnb.com/calendar/ical/1632934449475912340.ics?t=e1a37390955248a7909aa1c9b4ace3e2,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR255,B1476H_W35TH,1476 1/2 W 35th St,Rm 404,1476 1/2 W 35th St - Rm 404,Private Bed & Bath with Gym And Community Center,https://www.airbnb.com/calendar/ical/1632269993604226853.ics?t=3e2f7a4601494eff8279b3295cb7b7a7,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR256,B1476H_W35TH,1476 1/2 W 35th St,Rm 405,1476 1/2 W 35th St - Rm 405,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR257,B1476H_W35TH,1476 1/2 W 35th St,Rm 406,1476 1/2 W 35th St - Rm 406,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR258,B1482H_W35TH,1482 1/2 W 35th St,Rm 101,1482 1/2 W 35th St - Rm 101,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR259,B1482H_W35TH,1482 1/2 W 35th St,Rm 102,1482 1/2 W 35th St - Rm 102,Private Bed & Bath with Gym And Community Center,https://www.airbnb.com/calendar/ical/1632985414453269482.ics?t=20fb75550fe94c6983dd9505df9fe191,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR260,B1482H_W35TH,1482 1/2 W 35th St,Rm 103,1482 1/2 W 35th St - Rm 103,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR261,B1482H_W35TH,1482 1/2 W 35th St,Rm 104,1482 1/2 W 35th St - Rm 104,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR262,B1482H_W35TH,1482 1/2 W 35th St,Rm 201,1482 1/2 W 35th St - Rm 201,Private Bed & Bath with Gym And Community Center,https://www.airbnb.com/calendar/ical/1632289385443079410.ics?t=4a8e0372e0034abda9f52b01773b48a7,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR263,B1482H_W35TH,1482 1/2 W 35th St,Rm 202,1482 1/2 W 35th St - Rm 202,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR264,B1482H_W35TH,1482 1/2 W 35th St,Rm 203,1482 1/2 W 35th St - Rm 203,Private Bed & Bath with Gym And Community Center,https://www.airbnb.com/calendar/ical/1632294076128942673.ics?t=f437c5f150714d94b444e68afa3d342a,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR265,B1482H_W35TH,1482 1/2 W 35th St,Rm 204,1482 1/2 W 35th St - Rm 204,Private Bed & Bath with Gym And Community Center,https://www.airbnb.com/calendar/ical/1632348413495640471.ics?t=9eae246e033744a7a953daabdcc43baf,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR266,B1482H_W35TH,1482 1/2 W 35th St,Rm 205,1482 1/2 W 35th St - Rm 205,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR267,B1482H_W35TH,1482 1/2 W 35th St,Rm 301,1482 1/2 W 35th St - Rm 301,Private Bed & Bath with Gym And Community Center,https://www.airbnb.com/calendar/ical/1632351649268995101.ics?t=e4bc749ad8964b2ab28f680d147a5c84,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR268,B1482H_W35TH,1482 1/2 W 35th St,Rm 302,1482 1/2 W 35th St - Rm 302,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR269,B1482H_W35TH,1482 1/2 W 35th St,Rm 303,1482 1/2 W 35th St - Rm 303,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR270,B1482H_W35TH,1482 1/2 W 35th St,Rm 304,1482 1/2 W 35th St - Rm 304,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR271,B1482H_W35TH,1482 1/2 W 35th St,Rm 305,1482 1/2 W 35th St - Rm 305,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR272,B1482H_W35TH,1482 1/2 W 35th St,Rm 306,1482 1/2 W 35th St - Rm 306,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR273,B1482H_W35TH,1482 1/2 W 35th St,Rm 401,1482 1/2 W 35th St - Rm 401,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR274,B1482H_W35TH,1482 1/2 W 35th St,Rm 402,1482 1/2 W 35th St - Rm 402,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR275,B1482H_W35TH,1482 1/2 W 35th St,Rm 403,1482 1/2 W 35th St - Rm 403,Top FL Private Bed & Bath with Gym 403,https://www.airbnb.com/calendar/ical/1632354846784132845.ics?t=e1ec8ce6c3424dfcbef57b638e879fd8,Active,Airbnb,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR276,B1482H_W35TH,1482 1/2 W 35th St,Rm 404,1482 1/2 W 35th St - Rm 404,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR277,B1482H_W35TH,1482 1/2 W 35th St,Rm 405,1482 1/2 W 35th St - Rm 405,,,,LongTerm,,,,,,,
USC - TL 1476 W 35th St,Pilot1,AIR278,B1482H_W35TH,1482 1/2 W 35th St,Rm 406,1482 1/2 W 35th St - Rm 406,Top FL | Private Bed & Bath with Gym,https://www.airbnb.com/calendar/ical/1632358113869865029.ics?t=2d3f4def11ff4fa0a37e33518d7731e2,Active,Airbnb,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR328,B1520H_ARAPAHOE,1520 1/2 Arapahoe St,Rm 1,1520 1/2 Arapahoe St - Rm 1,,,,LongTerm,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR329,B1520H_ARAPAHOE,1520 1/2 Arapahoe St,Rm 2,1520 1/2 Arapahoe St - Rm 2,Stylish Private Bed & Bath! Near USC &KT,https://www.airbnb.com/calendar/ical/1465467661546300479.ics?t=a04ec416bc2e48668c9d97c312af3d7a,Active,Airbnb,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR330,B1520H_ARAPAHOE,1520 1/2 Arapahoe St,Rm 3,1520 1/2 Arapahoe St - Rm 3,Stylish Private Bedroom! Near USC &KT,https://www.airbnb.com/calendar/ical/1264588406790561496.ics?t=8c1a2329f0144dafa53352317c94a085,Active,Airbnb,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR331,B1520H_ARAPAHOE,1520 1/2 Arapahoe St,Rm 4,1520 1/2 Arapahoe St - Rm 4,Stylish Private Bedroom in 4b unit! Near USC & KT,https://www.airbnb.com/calendar/ical/1502126503161641005.ics?t=4b6ebfed6bca4627a3220b7c7653b1ae,Active,Airbnb,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR332,B1520H_ARAPAHOE,1520 1/2 Arapahoe St,Rm 4 (old),1520 1/2 Arapahoe St - Rm 4 (old),Stylish Private Bedroom! Near USC & KT-4,https://www.airbnb.com/calendar/ical/1368651219561406796.ics?t=a6fb18962a974639b47f96ad4d765b44,Inactive,Airbnb,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR323,B1520_ARAPAHOE,1520 Arapahoe St,Rm 1,1520 Arapahoe St - Rm 1,Private Bed & Bath – Cozy Stay Student Home USC,https://www.airbnb.com/calendar/ical/1600443774880063025.ics?t=856529ffec6441cd85e7a3422cb8f974,Active,Airbnb,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR324,B1520_ARAPAHOE,1520 Arapahoe St,Rm 2,1520 Arapahoe St - Rm 2,Private Bed & Bath – Cozy Stay Student Home USC,https://www.airbnb.com/calendar/ical/1600461037480459356.ics?t=37393062254a488eb6664d0b5a719529,Active,Airbnb,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR325,B1520_ARAPAHOE,1520 Arapahoe St,Rm 3,1520 Arapahoe St - Rm 3,Stylish Private Bedroom & Bath! Near USC &KT,https://www.airbnb.com/calendar/ical/1465481414055255641.ics?t=36ab575d2d3c489487cc0cfcebc64ec6,Active,Airbnb,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR326,B1520_ARAPAHOE,1520 Arapahoe St,Rm 4,1520 Arapahoe St - Rm 4,Stylish Private Bedroom! Near USC &KT,https://www.airbnb.com/calendar/ical/1373413394843073702.ics?t=13ef0ee9f27f4cf6ab0eff8978a42b51,Active,Airbnb,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR327,B1520_ARAPAHOE,1520 Arapahoe St,Rm 5,1520 Arapahoe St - Rm 5,Stylish Private Bedroom! Near USC &KT,https://www.airbnb.com/calendar/ical/1264578502792546431.ics?t=ad88a64be0304bcfa27893133a3e6517,Active,Airbnb,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR449,B1522_ARAPAHOE,1522 Arapahoe St,Rm 1,1522 Arapahoe St - Rm 1,Private Bed & Bath – Cozy Stay Student Home USC,https://www.airbnb.com/calendar/ical/1600467736842671802.ics?t=dadbfbb09679496180d5b45a3f3977ee,Active,Airbnb,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR450,B1522_ARAPAHOE,1522 Arapahoe St,Rm 2,1522 Arapahoe St - Rm 2,,,,LongTerm,,,,,,,
USC - Dale 1520 - 1522 Arapahoe St,Pilot1,AIR451,B1522_ARAPAHOE,1522 Arapahoe St,Rm 3,1522 Arapahoe St - Rm 3,,,,LongTerm,,,,,,,
